period,revenue,net_profit,interest_payable,ebitda,inn,name
2025,80602.0,640.0,0.0,640.0,7806504574,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАНЕТ"""
2024,44609.0,1426.0,0.0,1426.0,7806504574,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАНЕТ"""
2023,68098.0,1205.0,900.0,2105.0,7806504574,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАНЕТ"""
2022,59064.0,805.0,,805.0,7806504574,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАНЕТ"""
2021,102686.0,1272.0,,1272.0,7806504574,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАНЕТ"""
2025,117618.0,1037.0,0.0,1037.0,9731076259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕДАЛ"""
2024,183298.0,308.0,,308.0,9731076259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕДАЛ"""
2023,32302.0,750.0,,750.0,9731076259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕДАЛ"""
2022,202234.0,73.0,,73.0,9731076259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕДАЛ"""
2021,121612.0,42.0,,42.0,9731076259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕДАЛ"""
2022,190297.0,-146659.0,,-146659.0,6311190034,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАС"""
2021,186846.0,742.0,,742.0,6311190034,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАС"""
2025,63490.0,646.0,,646.0,1001150699,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК"""
2024,62898.0,1926.0,,1926.0,1001150699,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК"""
2023,137956.0,1515.0,,1515.0,1001150699,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК"""
2022,43324.0,5048.0,,5048.0,1001150699,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК"""
2021,65938.0,17844.0,0.0,17844.0,1001150699,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК"""
2025,146920.0,177.0,,177.0,7816267971,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""СПРИНГАЛД"""
2024,132818.0,365.0,,365.0,7816267971,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""СПРИНГАЛД"""
2023,158923.0,1203.0,,1203.0,7816267971,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""СПРИНГАЛД"""
2022,307250.0,-18163.0,,-18163.0,7816267971,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""СПРИНГАЛД"""
2021,201366.0,-4310.0,,-4310.0,7816267971,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""СПРИНГАЛД"""
2024,,-52.0,,-52.0,5603036599,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМСТРОЙ МТ"""
2023,0.0,-27.0,,-27.0,5603036599,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМСТРОЙ МТ"""
2021,33160.0,-2496.0,,-2496.0,5603036599,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМСТРОЙ МТ"""
2025,2433636.0,290816.0,2731.0,293547.0,5260363213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙ-ТЕК БИЛДИНГ"""
2024,1070051.0,136831.0,1364.0,138195.0,5260363213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙ-ТЕК БИЛДИНГ"""
2023,627145.0,64704.0,3267.0,67971.0,5260363213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙ-ТЕК БИЛДИНГ"""
2022,448601.0,48840.0,2096.0,50936.0,5260363213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙ-ТЕК БИЛДИНГ"""
2021,419162.0,26925.0,636.0,27561.0,5260363213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙ-ТЕК БИЛДИНГ"""
2025,0.0,-17815.0,,-17815.0,9701016076,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИСК ""ПРОГРЕСС"""
2024,51583.0,-3128.0,,-3128.0,9701016076,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИСК ""ПРОГРЕСС"""
2023,49000.0,29395.0,,29395.0,9701016076,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИСК ""ПРОГРЕСС"""
2022,522853.0,-34792.0,,-34792.0,9701016076,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИСК ""ПРОГРЕСС"""
2021,657063.0,643.0,,643.0,9701016076,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИСК ""ПРОГРЕСС"""
2023,0.0,0.0,0.0,0.0,7401012119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ ПЛЮС"""
2022,0.0,0.0,0.0,0.0,7401012119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ ПЛЮС"""
2021,0.0,0.0,0.0,0.0,7401012119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙ ПЛЮС"""
2025,51614.0,89.0,0.0,89.0,6314042482,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ САМАРАРЕСТАВРАЦИЯ"""
2024,77289.0,7989.0,188.0,8177.0,6314042482,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ САМАРАРЕСТАВРАЦИЯ"""
2023,88760.0,8429.0,541.0,8970.0,6314042482,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ САМАРАРЕСТАВРАЦИЯ"""
2022,60101.0,9182.0,886.0,10068.0,6314042482,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ САМАРАРЕСТАВРАЦИЯ"""
2021,75010.0,700.0,,700.0,6314042482,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ САМАРАРЕСТАВРАЦИЯ"""
2025,197690.0,-1329.0,27910.0,26581.0,5751063317,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ОРЕЛСТРОЙ-4"""
2024,3410.0,8207.0,,8207.0,5751063317,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ОРЕЛСТРОЙ-4"""
2023,3023.0,-6576.0,,-6576.0,5751063317,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ОРЕЛСТРОЙ-4"""
2022,145728.0,95022.0,,95022.0,5751063317,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ОРЕЛСТРОЙ-4"""
2021,575.0,-6367.0,0.0,-6367.0,5751063317,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ОРЕЛСТРОЙ-4"""
2025,153945.0,6510.0,,6510.0,3906255420,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАСАД-СТРОЙ"""
2024,113239.0,14557.0,,14557.0,3906255420,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАСАД-СТРОЙ"""
2023,243109.0,66168.0,,66168.0,3906255420,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАСАД-СТРОЙ"""
2022,197126.0,9228.0,,9228.0,3906255420,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАСАД-СТРОЙ"""
2021,235008.0,5620.0,,5620.0,3906255420,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАСАД-СТРОЙ"""
2025,180249.0,-1880.0,8817.0,6937.0,7709869403,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""МСК ИНЖИНИРИНГ"""
2024,277075.0,67093.0,2923.0,70016.0,7709869403,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""МСК ИНЖИНИРИНГ"""
2023,98808.0,14912.0,6742.0,21654.0,7709869403,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""МСК ИНЖИНИРИНГ"""
2022,76684.0,1905.0,198.0,2103.0,7709869403,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""МСК ИНЖИНИРИНГ"""
2021,29039.0,-17909.0,315.0,-17594.0,7709869403,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""МСК ИНЖИНИРИНГ"""
2025,1463727.0,14180.0,6108.0,20288.0,7710909869,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ КОММУНИКАЦИИ"""
2024,776520.0,11725.0,3308.0,15033.0,7710909869,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ КОММУНИКАЦИИ"""
2023,628779.0,8294.0,638.0,8932.0,7710909869,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ КОММУНИКАЦИИ"""
2022,866779.0,32425.0,2060.0,34485.0,7710909869,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ КОММУНИКАЦИИ"""
2021,639433.0,67497.0,113.0,67610.0,7710909869,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ КОММУНИКАЦИИ"""
2025,3848500.0,1480.0,,1480.0,6442011063,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИНА"""
2024,4269541.0,34936.0,,34936.0,6442011063,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИНА"""
2023,4052920.0,16415.0,0.0,16415.0,6442011063,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИНА"""
2022,576187.0,14537.0,181.0,14718.0,6442011063,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИНА"""
2025,15296.0,6657.0,,6657.0,6732154539,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЛИДЕР-СТРОЙ"""
2024,7681.0,12.0,,12.0,6732154539,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЛИДЕР-СТРОЙ"""
2023,,,,,6732154539,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЛИДЕР-СТРОЙ"""
2022,0.0,0.0,,0.0,6732154539,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЛИДЕР-СТРОЙ"""
2021,22620.0,1620.0,,1620.0,6732154539,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЛИДЕР-СТРОЙ"""
2025,10543.0,-3390.0,0.0,-3390.0,6317066107,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" СПЕЦТЕХТРАНС"""
2024,99773.0,6141.0,,6141.0,6317066107,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" СПЕЦТЕХТРАНС"""
2023,,,,,6317066107,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" СПЕЦТЕХТРАНС"""
2022,22747.0,-19593.0,,-19593.0,6317066107,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" СПЕЦТЕХТРАНС"""
2021,36705.0,-882.0,,-882.0,6317066107,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" СПЕЦТЕХТРАНС"""
2025,,,,,0277074620,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА КОМПЛЕКСНОГО СТРОИТЕЛЬСТВА"""
2024,0.0,0.0,0.0,0.0,0277074620,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА КОМПЛЕКСНОГО СТРОИТЕЛЬСТВА"""
2023,45.0,-2610.0,2.0,-2608.0,0277074620,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА КОМПЛЕКСНОГО СТРОИТЕЛЬСТВА"""
2022,64919.0,-14891.0,0.0,-14891.0,0277074620,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА КОМПЛЕКСНОГО СТРОИТЕЛЬСТВА"""
2021,571429.0,44058.0,0.0,44058.0,0277074620,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА КОМПЛЕКСНОГО СТРОИТЕЛЬСТВА"""
2025,,-291.0,,-291.0,6731049242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЕНИЕ МОНОЛИТНЫХ РАБОТ"""
2024,0.0,-4952.0,,-4952.0,6731049242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЕНИЕ МОНОЛИТНЫХ РАБОТ"""
2023,5760.0,-2128.0,,-2128.0,6731049242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЕНИЕ МОНОЛИТНЫХ РАБОТ"""
2022,19050.0,-3823.0,,-3823.0,6731049242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЕНИЕ МОНОЛИТНЫХ РАБОТ"""
2021,19760.0,-3153.0,,-3153.0,6731049242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЕНИЕ МОНОЛИТНЫХ РАБОТ"""
2025,429.0,260.0,,260.0,2536301684,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ СИСТЕМА"""
2023,6623.0,6623.0,,6623.0,2536301684,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ СИСТЕМА"""
2022,0.0,0.0,,0.0,2536301684,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ СИСТЕМА"""
2021,1318796.0,89100.0,,89100.0,2536301684,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ СИСТЕМА"""
2025,13183.0,253.0,,253.0,1840068670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАДОСТРОЙ"""
2024,105131.0,2134.0,,2134.0,1840068670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАДОСТРОЙ"""
2023,37494.0,-339.0,,-339.0,1840068670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАДОСТРОЙ"""
2022,29305.0,-5287.0,,-5287.0,1840068670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАДОСТРОЙ"""
2021,,708.0,,708.0,1840068670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАДОСТРОЙ"""
2025,3689967.0,5548.0,,5548.0,4004016390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВД-3"""
2024,4229263.0,17447.0,,17447.0,4004016390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВД-3"""
2023,2164282.0,22893.0,0.0,22893.0,4004016390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВД-3"""
2022,948806.0,1263.0,60.0,1323.0,4004016390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВД-3"""
2021,119704.0,-12161.0,528.0,-11633.0,4004016390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВД-3"""
2023,212460.0,0.0,,0.0,0276965782,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС"""
2022,556102.0,11.0,,11.0,0276965782,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС"""
2021,161415.0,8.0,,8.0,0276965782,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС"""
2025,783102.0,12717.0,4995.0,17712.0,4345020340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЖДАНРЕМСТРОЙ"""
2024,1353856.0,25127.0,5513.0,30640.0,4345020340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЖДАНРЕМСТРОЙ"""
2023,448578.0,286.0,2426.0,2712.0,4345020340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЖДАНРЕМСТРОЙ"""
2022,358598.0,1126.0,549.0,1675.0,4345020340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЖДАНРЕМСТРОЙ"""
2021,457551.0,1288.0,491.0,1779.0,4345020340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЖДАНРЕМСТРОЙ"""
2025,65637.0,-100374.0,0.0,-100374.0,6633023870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИЦКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ"""
2024,176603.0,20083.0,0.0,20083.0,6633023870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИЦКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ"""
2023,142992.0,34317.0,,34317.0,6633023870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИЦКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ"""
2022,114576.0,9047.0,,9047.0,6633023870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИЦКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ"""
2021,60244.0,-29086.0,,-29086.0,6633023870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛИЦКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ"""
2025,,,,,2013428781,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРОРТСТРОЙ"""
2024,,,,,2013428781,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРОРТСТРОЙ"""
2023,171318.0,2772.0,,2772.0,2013428781,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРОРТСТРОЙ"""
2022,31084.0,372.0,,372.0,2013428781,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРОРТСТРОЙ"""
2021,34938.0,180.0,,180.0,2013428781,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРОРТСТРОЙ"""
2021,28526.0,899.0,,899.0,7733879970,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖКОМСЕТЬ"""
2025,599240.0,296.0,27651.0,27947.0,1326195212,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЭКОЛАЙФ"""
2024,439611.0,3758.0,22915.0,26673.0,1326195212,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЭКОЛАЙФ"""
2023,412475.0,6325.0,2717.0,9042.0,1326195212,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЭКОЛАЙФ"""
2022,448577.0,1903.0,1922.0,3825.0,1326195212,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЭКОЛАЙФ"""
2021,125528.0,579.0,7299.0,7878.0,1326195212,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЭКОЛАЙФ"""
2024,2566.0,-438.0,98.0,-340.0,1840014882,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕГИОН-СТРОЙ"""
2023,3064.0,-2935.0,96.0,-2839.0,1840014882,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕГИОН-СТРОЙ"""
2022,67227.0,-10123.0,3.0,-10120.0,1840014882,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕГИОН-СТРОЙ"""
2021,150166.0,-17362.0,,-17362.0,1840014882,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕГИОН-СТРОЙ"""
2025,64178.0,7621.0,,7621.0,3906158401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЦЕНТР МОДУЛЬНОГО СТРОИТЕЛЬСТВА ПЛЮС"""
2024,9077.0,277.0,,277.0,3906158401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЦЕНТР МОДУЛЬНОГО СТРОИТЕЛЬСТВА ПЛЮС"""
2023,37506.0,1887.0,,1887.0,3906158401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЦЕНТР МОДУЛЬНОГО СТРОИТЕЛЬСТВА ПЛЮС"""
2022,42744.0,5169.0,,5169.0,3906158401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЦЕНТР МОДУЛЬНОГО СТРОИТЕЛЬСТВА ПЛЮС"""
2021,31777.0,3685.0,,3685.0,3906158401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЦЕНТР МОДУЛЬНОГО СТРОИТЕЛЬСТВА ПЛЮС"""
